"Activity1","Activity2","Activity3","Duration","Next_Activity"
8,9,9,19124,9
9,9,9,11587,6
1,8,9,37409,8
8,9,8,37409,6
1,8,9,31209,6
1,8,8,11279,6
1,1,8,174,9
1,8,9,1019,8
8,9,8,1019,6
1,8,8,4642,8
8,8,8,4643,6
1,8,2,32637,6
1,1,8,14593,9
1,8,9,11713,8
8,9,8,11713,6
1,8,6,24024,8
8,6,8,30091,9
6,8,9,35606,8
8,9,8,24519,6
1,8,9,4174,9
8,9,9,14405,9
9,9,9,40102,8
9,9,8,38689,6
1,8,9,21557,9
8,9,9,19708,6
1,1,1,23047,8
1,1,8,8345,9
1,8,9,11281,6
1,8,6,36250,8
8,6,8,1659,6
1,8,6,7186,8
8,6,8,18438,6
1,1,8,28738,6
1,1,8,24208,6
1,8,9,1262,8
8,9,8,2691,6
1,8,9,32885,6
1,1,8,137,9
1,8,9,1748,8
8,9,8,1744,6
1,8,9,1655,8
8,9,8,1655,6
1,8,9,29891,8
8,9,8,28772,6
1,8,2,37079,6
1,8,6,4134,8
8,6,8,4108,6
6,8,6,1519,8
8,6,8,1478,9
6,8,9,31774,8
8,9,8,31765,6
8,6,6,4442,6
3,1,8,1773,6
1,1,8,3256,6
1,8,9,22949,6
8,9,6,31590,8
9,6,8,34261,9
6,8,9,30285,6
1,8,6,18410,8
8,6,8,5627,6
1,8,9,1394,8
8,9,8,1394,6
3,1,8,1,9
1,8,9,43099,8
8,9,8,47467,6
1,8,9,13285,6
1,8,7,14207,6
1,8,6,55684,8
8,6,8,56114,6
1,8,9,30163,6
1,8,9,8612,6
8,9,6,8349,6
1,8,9,12658,8
8,9,8,12636,6
1,8,9,32165,8
8,9,8,29091,6
1,1,8,19088,6
1,8,9,30211,8
8,9,8,30211,6
1,8,9,64608,8
8,9,8,7305,6
3,1,8,0,6
1,8,9,22686,6
1,8,9,56170,6
1,8,6,2636,6
1,8,6,9947,9
8,6,9,38627,6
3,1,8,1091,6
1,8,9,8693,8
8,9,8,7287,6
1,8,9,18521,8
8,9,8,18521,6
1,8,9,2955,8
8,9,8,2953,6
1,8,9,7236,8
8,9,8,7236,6
1,8,2,58961,6
1,8,6,16213,8
8,6,8,23229,6
1,8,6,234,8
8,6,8,7517,9
6,8,9,7516,8
8,9,8,7283,6
1,8,8,8586,6
1,8,9,43155,8
8,9,8,43113,6
1,1,8,4523,6
1,8,9,53010,6
1,1,8,3204,9
1,8,9,3943,8
8,9,8,6967,9
9,8,9,31202,8
8,9,8,30193,6
1,1,8,6801,9
1,8,9,47481,6
1,8,6,18657,6
1,8,9,25912,6
1,8,9,7575,8
8,9,8,7576,6
1,8,9,26360,8
8,9,8,26360,6
1,1,8,40456,6
1,1,1,968,6
1,8,9,6987,9
8,9,9,18413,6
1,1,8,20481,6
1,8,8,34840,9
8,8,9,32991,6
3,1,1,21731,8
1,1,8,21726,6
1,1,8,3,9
1,8,9,174,8
8,9,8,174,6
1,1,8,5933,6
1,8,9,39170,8
8,9,8,33311,6
9,8,6,33311,6
3,1,1,1466,8
1,1,8,5823,6
1,8,9,24446,8
8,9,8,24446,6
9,8,6,27368,8
8,6,8,7559,6
1,8,2,1696,8
8,2,8,26225,9
2,8,9,60448,6
1,1,8,6124,6
1,8,9,20238,6
1,8,9,41852,6
1,1,8,21506,6
1,1,8,5375,9
1,8,9,38444,8
8,9,8,34638,6
1,8,9,14061,8
8,9,8,4399,6
1,8,9,25835,8
8,9,8,8479,6
3,1,8,208,6
1,1,8,1229,6
1,9,8,1112,6
9,8,6,1442,6
1,9,8,48760,6
1,8,9,31289,6
1,8,9,27137,6
1,8,8,1331,9
8,8,9,8580,8
8,9,8,8580,6
1,8,9,17565,6
1,8,9,8741,8
8,9,8,8741,6
1,8,9,58707,6
1,8,9,21566,8
8,9,8,26385,9
9,8,9,41897,6
1,1,8,26914,6
1,8,9,18693,6
1,8,9,18393,8
8,9,8,18393,6
9,8,6,8539,6
1,1,8,52906,6
1,8,2,13133,6
1,8,9,52854,6
1,1,8,5783,6
1,1,1,86,8
1,1,8,124,6
3,1,8,5406,6
1,8,9,19087,8
8,9,8,18913,6
1,8,6,2869,8
8,6,8,2510,6
1,6,6,1546,6
1,8,6,20510,8
8,6,8,19917,6
6,8,6,19567,6
1,8,9,7080,8
8,9,8,8719,6
1,1,1,3856,8
1,1,8,3860,6
1,8,9,52860,6
1,8,9,8679,6
1,8,6,3160,6
1,1,8,4378,6
1,8,9,8309,8
8,9,8,7040,6
1,8,9,21550,9
8,9,9,11077,8
9,9,8,9763,6
1,8,9,25830,6
1,8,9,15516,6
1,8,9,11589,9
8,9,9,8688,6
9,9,6,8668,6
1,8,6,1477,8
8,6,8,2916,6
1,8,9,8619,6
1,8,9,2669,8
8,9,8,2521,6
1,8,9,10055,8
8,9,8,8607,6
1,8,9,44465,8
8,9,8,43468,6
1,8,9,62,6
1,8,9,23277,6
1,8,9,5836,8
8,9,8,5838,6
1,8,6,18956,6
1,8,9,30203,6
1,8,8,44584,6
1,8,6,27619,8
8,6,8,28774,6
1,8,9,32025,8
8,9,8,31624,6
3,1,8,21,6
1,8,6,27650,8
8,6,8,31908,6
6,8,6,31907,6
1,8,9,14304,6
1,8,9,22780,6
1,8,9,19803,8
8,9,8,19803,6
1,8,9,36004,6
1,8,9,31707,6
8,9,6,31633,6
1,1,8,12505,6
1,1,8,6895,6
1,8,8,59105,6
1,1,8,11436,6
1,8,6,25,6
1,8,6,2931,6
1,8,9,27803,6
1,8,9,24431,6
1,1,8,43149,6
1,8,9,11714,8
8,9,8,14436,6
3,1,8,2694,1
1,8,1,2671,1
8,1,1,1298,9
1,1,9,187,8
1,9,8,187,6
3,1,8,5,6
1,8,9,5912,9
8,9,9,40596,6
1,1,8,2711,6
1,8,6,2938,6
1,9,8,30344,6
1,8,2,5728,6
3,1,8,14288,6
3,1,8,56478,9
1,8,9,56477,9
8,9,9,63181,8
9,9,8,7154,6
1,1,8,30298,6
1,8,9,8267,8
8,9,8,961,8
9,8,8,963,6
1,8,9,15889,6
1,8,9,10143,8
8,9,8,10026,6
1,8,9,19137,9
8,9,9,25950,8
9,9,8,14282,6
1,8,6,18752,6
3,1,1,17291,8
1,1,8,18755,9
1,8,9,11358,8
8,9,8,3045,6
1,8,9,5581,6
1,1,1,4430,8
1,1,8,19961,9
1,8,9,25694,6
1,8,9,4020,8
8,9,8,2634,6
1,8,9,15828,8
8,9,8,17544,6
1,1,1,3881,9
1,1,9,2344,8
1,9,8,59412,6
1,8,9,14452,9
8,9,9,30268,8
9,9,8,28754,6
1,8,9,38927,8
8,9,8,5956,6
1,8,9,63220,6
1,8,9,22892,8
8,9,8,19998,6
1,8,9,54891,9
8,9,9,58953,6
1,8,9,27442,8
8,9,8,27441,6
1,8,6,7199,8
8,6,8,11050,6
1,8,9,24581,6
8,9,6,24579,6
3,1,1,307,9
1,1,9,377,8
1,9,8,1148,6
9,8,6,5510,8
8,6,8,5387,6
1,1,8,36440,6
1,8,6,2899,6
1,8,8,8348,2
8,8,2,80521,6
1,8,9,10430,8
8,9,8,11508,6
9,8,6,11443,6
1,1,8,994,6
1,1,8,17405,9
1,8,9,33468,8
8,9,8,33469,6
1,8,6,3388,8
8,6,8,9047,9
6,8,9,9779,8
8,9,8,9765,6
3,1,8,1279,6
1,8,9,20079,8
8,9,8,19831,6
9,8,6,19825,8
8,6,8,4,6
1,8,2,128,2
8,2,2,30208,6
1,1,8,23039,6
1,8,9,37151,8
8,9,8,37150,6
1,8,9,10634,6
1,8,9,1633,8
8,9,8,1631,6
1,8,9,11114,6
3,1,8,3961,6
1,8,6,28305,6
1,8,9,981,6
1,1,8,117,6
1,8,9,7427,6
1,8,8,25840,4
8,8,4,38734,6
1,8,9,4863,8
8,9,8,4818,6
1,1,8,58600,6
1,1,8,55015,6
1,8,6,0,6
8,9,9,28776,6
1,8,9,15723,8
8,9,8,15618,6
1,8,9,21643,6
1,8,8,15666,9
8,8,9,21386,8
8,9,8,21366,6
1,8,9,10412,8
8,9,8,49,6
3,1,1,7223,1
1,1,1,7223,8
1,1,8,8660,6
1,1,8,22995,6
1,8,6,5870,8
8,6,8,27732,6
1,8,6,14432,6
1,8,6,4468,6
1,8,9,93,8
8,9,8,93,6
9,8,6,21514,8
8,6,8,30166,6
1,1,8,11234,9
1,8,9,7181,8
8,9,8,1184,6
1,8,9,9923,8
8,9,8,9923,6
1,6,8,30218,6
1,8,8,2830,8
8,8,8,2854,6
1,8,9,11348,8
8,9,8,11347,6
1,8,6,56,6
1,8,9,13303,6
1,8,2,45971,4
8,2,4,55011,6
1,1,8,9821,2
1,8,2,2916,5
8,2,5,20111,6
3,1,1,5372,1
1,1,1,5355,1
1,1,1,5368,8
1,1,8,13,6
1,8,9,30509,6
1,1,8,4,6
1,1,8,20152,9
1,8,9,31473,8
8,9,8,31473,6
1,8,9,14445,6
1,8,6,8687,6
1,8,9,20534,6
1,8,9,50642,8
8,9,8,50411,6
1,8,9,3037,6
1,8,9,13265,6
1,8,6,24468,6
1,8,9,42855,6
1,8,8,7623,9
8,8,9,15557,8
8,9,8,8357,6
1,8,9,60448,6
1,1,1,2793,8
1,1,8,3270,6
1,8,9,11381,6
1,1,8,50583,6
1,8,9,2616,8
8,9,8,2617,6
1,8,2,61983,6
1,1,1,16079,6
1,8,9,34840,8
8,9,8,24351,6
1,8,6,21555,6
1,8,9,8478,6
3,1,8,2858,9
1,8,9,51674,8
8,9,8,48819,6
1,8,9,18944,8
8,9,8,18941,6
1,8,9,5722,8
8,9,8,9047,6
1,8,6,305,6
8,9,8,28682,6
9,8,6,28681,6
1,8,9,5618,6
8,8,8,7483,6
1,8,6,1600,8
8,6,8,2657,9
6,8,9,2731,8
8,9,8,2425,6
1,8,9,24497,8
8,9,8,24442,6
1,8,9,23435,6
1,8,9,25995,6
1,8,9,33131,6
1,8,2,318,6
1,1,8,4512,6
1,8,6,4170,6
1,1,8,13191,9
1,8,9,13140,9
8,9,9,48933,6
1,1,8,361,8
1,8,8,361,6
3,1,8,1682,9
1,8,9,50306,8
8,9,8,48626,6
1,1,8,2372,6
1,1,8,2597,6
1,8,9,16910,6
1,8,9,61971,6
1,8,2,52998,6
1,1,8,42924,6
1,8,2,30588,6
1,1,8,183,6
1,8,6,183,6
1,1,8,38541,6
1,8,9,58845,8
8,9,8,54585,6
1,1,8,67,6
1,8,9,48969,8
8,9,8,40141,6
3,1,8,38950,6
1,8,6,18652,6
1,8,4,14329,4
8,4,4,34486,8
4,4,8,34831,6
4,8,6,34830,6
1,8,9,37135,9
8,9,9,41639,8
9,9,8,23280,6
1,8,9,8969,8
8,9,8,1649,6
1,1,8,5372,9
1,8,9,20133,8
8,9,8,20132,6
1,8,9,8802,6
1,8,9,38822,6
1,8,9,4485,8
8,9,8,4436,6
1,8,5,60798,6
1,1,8,16878,9
1,8,9,58,8
8,9,8,57,6
1,8,6,94,6
1,8,9,3371,8
8,9,8,3370,6
1,8,9,29251,8
8,9,8,18505,6
1,8,6,36,6
1,8,9,30122,8
8,9,8,30121,9
9,8,9,40109,8
8,9,8,9989,6
1,8,9,25839,6
8,9,6,25840,6
1,8,9,1067,8
8,9,8,1007,6
1,8,9,14464,8
8,9,8,14465,6
1,1,8,30161,6
1,1,8,71,6
1,8,9,51634,6
1,8,9,38743,8
8,9,8,38739,6
1,8,9,27181,6
1,8,9,23475,6
1,8,6,25623,6
1,8,6,183,8
8,6,8,187,6
1,8,9,64529,6
1,8,9,204,8
8,9,8,5691,6
1,8,2,1422,8
8,2,8,1405,9
2,8,9,40209,6
1,8,6,346,8
8,6,8,4191,2
6,8,2,4434,6
1,8,8,20565,6
1,8,9,11203,6
1,8,9,4310,6
1,1,8,1456,6
1,1,8,7289,9
1,8,9,11946,8
8,9,8,11934,6
1,8,9,31447,8
8,9,8,31795,9
9,8,9,36026,6
1,9,8,43244,6
1,1,8,2570,6
1,9,9,1108,6
1,1,8,17656,9
1,8,9,10096,9
8,9,9,15422,8
9,9,8,13996,6
1,8,6,20,6
1,8,6,319,8
8,6,8,6088,6
1,8,9,9971,6
1,1,8,1650,6
1,1,8,25762,9
1,8,9,4249,8
8,9,8,4250,6
1,8,2,14413,6
1,8,8,37583,9
8,8,9,38877,8
8,9,8,27368,6
1,8,8,23437,6
1,1,8,5467,6
1,8,6,1770,6
1,9,8,6774,6
9,8,6,6774,6
1,8,9,2721,6
1,8,9,34389,6
1,8,2,37064,6
1,8,9,8224,6
1,8,9,155,8
8,9,8,129,6
1,8,9,21494,9
8,9,9,22954,8
9,9,8,22949,6
1,8,9,51685,6
1,1,8,305,6
1,8,9,8499,6
1,1,8,20236,9
1,8,9,6183,8
8,9,8,6183,6
1,8,9,2542,8
8,9,8,2543,6
1,1,8,7347,6
1,8,6,2706,6
1,8,9,1621,8
8,9,8,1621,6
9,8,6,48472,8
8,6,8,47559,6
3,1,8,66,6
1,1,8,3160,6
1,1,1,3846,8
1,1,8,4172,6
1,8,9,38329,8
8,9,8,38328,6
3,1,8,4322,6
1,8,9,10258,8
8,9,8,10379,6
1,8,6,24717,8
8,6,8,21557,6
1,1,8,1380,6
1,8,9,17429,6
1,1,8,2650,6
1,8,9,9993,8
8,9,8,9687,6
3,1,8,2,6
1,1,8,18973,9
1,8,9,60627,8
8,9,8,41657,6
1,8,6,27,6
1,8,9,35954,6
1,8,9,1374,8
8,9,8,1373,6
1,8,9,4512,8
8,9,8,4511,9
9,8,9,8801,8
8,9,8,4290,6
1,8,6,11236,8
8,6,8,11308,9
6,8,9,34637,8
8,9,8,23427,6
1,1,8,26230,9
1,8,9,18393,8
8,9,8,18393,6
1,8,9,41993,8
8,9,8,41990,6
1,8,6,8241,6
1,8,8,7114,9
8,8,9,14336,8
8,9,8,7225,6
1,1,8,1482,9
1,8,9,24355,8
8,9,8,24399,6
1,8,2,11623,6
1,1,8,39130,6
1,8,9,26958,6
1,8,9,31505,8
8,9,8,31502,6
1,8,6,28358,8
8,6,8,2786,6
1,8,9,32683,6
1,1,1,10070,8
1,1,8,10115,6
3,1,8,1,6
1,8,9,58549,8
8,9,8,50314,6
1,8,9,1211,8
8,9,8,1302,9
9,8,9,35902,6
8,9,6,34696,6
3,1,1,1545,8
1,1,8,1429,9
1,8,9,36097,8
8,9,8,35891,6
1,8,9,40503,6
1,8,9,25849,6
1,8,9,60339,6
1,1,9,7514,8
1,9,8,7515,6
1,8,8,20413,9
8,8,9,25726,9
8,9,9,8664,8
9,9,8,8609,6
1,8,6,113,8
8,6,8,6071,6
1,8,6,27046,8
8,6,8,17325,6
1,8,9,17710,8
8,9,8,17710,6
1,1,8,16083,7
1,8,7,21913,6
1,9,8,2916,9
9,8,9,6888,8
8,9,8,6872,6
1,8,9,1424,6
1,1,1,1652,1
1,1,1,5410,6
1,1,6,14083,8
1,6,8,14203,6
3,1,1,30288,8
1,1,8,29990,6
1,1,8,182,6
3,1,8,2512,6
3,1,8,3,6
1,8,2,9606,6
3,1,8,1307,6
1,1,8,1380,6
1,1,8,41785,6
1,8,9,29844,6
1,8,9,8500,6
1,8,9,37420,8
8,9,8,37427,6
9,8,6,3000,6
1,8,8,4265,6
1,8,9,14342,6
1,8,9,6748,6
1,8,9,24535,6
1,9,8,3907,9
9,8,9,3968,8
8,9,8,74,6
9,8,6,13307,8
8,6,8,13234,9
6,8,9,26157,8
8,9,8,12925,6
1,8,9,33259,8
8,9,8,33230,9
9,8,9,43268,6
1,8,9,30336,6
1,1,8,4266,6
1,8,6,5290,8
8,6,8,1118,6
1,1,8,19246,9
1,8,9,46616,6
1,8,9,33304,8
8,9,8,10374,6
1,8,6,20166,6
1,1,8,29144,6
1,8,9,18532,9
8,9,9,60075,8
9,9,8,60071,6
1,8,6,10179,8
8,6,8,11612,9
6,8,9,27411,6
1,1,8,61962,6
1,8,8,4729,9
8,8,9,10472,9
8,9,9,21559,8
9,9,8,18359,6
1,8,9,11398,9
8,9,9,1774,8
9,9,8,8627,6
1,1,8,15870,6
1,1,8,18520,6
1,1,8,1498,6
1,8,6,15821,6
1,8,9,12927,8
8,9,8,31686,9
9,8,9,36029,8
8,9,8,23113,6
1,8,9,2911,8
8,9,8,2911,6
1,8,6,28281,8
8,6,8,24739,6
1,8,9,8942,6
1,8,8,40091,9
8,8,9,44636,8
8,9,8,20270,6
1,8,4,25629,4
8,4,4,24792,4
4,4,4,14229,6
1,1,8,10606,6
1,1,8,19834,6
1,1,8,159,6
1,8,9,25841,8
8,9,8,21990,6
1,8,9,24803,6
1,1,8,1296,6
1,8,9,45684,8
8,9,8,54690,6
1,8,9,15354,6
1,8,9,18633,8
8,9,8,17286,9
9,8,9,1388,6
1,8,6,11582,6
1,8,9,31711,8
8,9,8,31712,6
9,8,6,31704,6
1,8,9,25577,6
1,1,8,1482,6
1,8,9,11625,8
8,9,8,3277,6
1,8,9,80,9
8,9,9,4,8
9,9,8,3816,6
1,9,8,7106,6
1,8,9,12903,6
1,8,6,54,6
1,1,1,18,8
1,1,8,87,9
1,8,9,60052,8
8,9,8,60051,6
1,1,8,8,6
1,8,9,14171,8
8,9,8,14174,9
9,8,9,5808,6
1,1,8,61,6
1,1,8,14013,6
1,8,6,8445,8
8,6,8,8824,9
6,8,9,16151,8
8,9,8,16236,6
9,8,6,16998,8
8,6,8,1266,9
6,8,9,3948,8
8,9,8,4641,6
1,9,8,34630,6
1,1,8,11694,9
1,8,9,21776,8
8,9,8,21776,6
1,8,6,8428,6
1,8,9,31335,6
1,8,9,2534,6
1,8,9,19828,8
8,9,8,19828,6
1,8,6,54281,6
3,1,8,14644,6
1,8,9,10486,6
1,8,9,1470,6
1,8,9,3903,6
1,8,9,1433,8
8,9,8,1524,6
1,1,8,37259,6
1,8,9,22795,6
1,8,9,22695,8
8,9,8,21743,6
3,1,8,6,6
3,1,1,58139,1
1,1,1,58140,8
1,1,8,33321,6
1,1,8,24527,6
1,8,9,24857,8
8,9,8,464,6
1,8,9,15889,6
1,8,4,12807,2
8,4,2,18877,6
3,1,8,4,6
1,8,9,6946,8
8,9,8,31206,6
1,8,9,8185,6
1,8,9,20028,6
1,1,8,4710,6
1,1,8,3123,6
1,8,9,7275,8
8,9,8,7278,6
1,8,6,2887,6
3,1,8,14375,6
1,1,8,34,6
1,1,8,4730,6
1,8,9,5978,6
1,8,6,60484,6
1,8,6,4314,8
8,6,8,14408,6
1,8,6,4151,8
8,6,8,381,6
1,8,9,17031,8
8,9,8,17028,6
1,8,8,471,8
8,8,8,1704,9
8,8,9,33078,8
8,9,8,32625,6
1,1,8,370,6
1,1,8,1470,6
1,8,9,1243,8
8,9,8,1244,6
1,8,9,6831,8
8,9,8,6831,9
9,8,9,221,8
8,9,8,221,6
3,1,8,6721,6
1,8,6,8697,8
8,6,8,424,6
6,8,6,7281,8
8,6,8,26346,2
6,8,2,48967,6
1,1,8,1087,6
1,1,8,146,6
1,8,8,164,8
8,8,8,24220,9
8,8,9,44284,8
8,9,8,44236,6
1,1,8,2971,9
1,8,9,3100,8
8,9,8,3028,6
1,8,9,34,6
1,1,8,17450,6
1,8,9,20219,6
1,8,9,5847,6
1,8,9,37568,8
8,9,8,1846,6
1,8,6,351,6
1,1,8,25828,9
1,8,9,38935,8
8,9,8,13305,9
9,8,9,34650,6
3,1,8,17456,6
1,8,9,1412,9
8,9,9,14387,8
9,9,8,14387,9
9,8,9,22588,9
8,9,9,20300,8
9,9,8,21318,8
9,8,8,11724,8
8,8,8,8627,6
1,9,8,11208,6
1,8,6,1601,8
8,6,8,11698,6
1,8,9,35839,6
1,8,9,58841,6
1,8,9,48954,8
8,9,8,27674,6
1,8,9,5608,8
8,9,8,5607,6
1,8,8,16139,7
8,8,7,28907,6
3,1,8,4,6
1,8,9,5800,8
8,9,8,441,6
1,1,8,150,6
1,1,8,942,6
1,8,9,33052,6
1,1,8,1404,9
1,8,9,4724,8
8,9,8,4724,6
1,8,9,60522,6
1,8,9,60079,6
1,1,8,4447,6
3,1,8,8617,6
3,1,8,37,6
1,1,8,1363,6
1,8,4,44299,6
1,8,9,4298,6
1,8,9,40322,6
1,8,9,33138,6
1,8,9,7697,8
8,9,8,3299,6
1,8,6,1519,8
8,6,8,1533,9
6,8,9,8672,8
8,9,8,7182,6
1,1,8,24454,6
1,8,6,37248,6
1,8,9,38715,6
1,8,9,44753,6
1,8,9,28858,6
3,1,8,16,9
1,8,9,368,8
8,9,8,359,9
9,8,9,1398,8
8,9,8,1047,6
3,1,8,66,6
1,8,6,272,6
1,1,8,27,6
1,1,8,262,6
1,8,9,20297,6
3,1,8,5,6
1,8,6,17280,8
8,6,8,39292,6
1,9,8,23079,6
1,1,8,10457,6
1,8,9,7232,8
8,9,8,7217,6
1,8,9,14897,6
1,8,9,17283,8
8,9,8,8620,6
1,8,9,1261,8
8,9,8,1262,6
1,8,9,20099,6
1,8,6,7344,8
8,6,8,7343,9
6,8,9,6974,8
8,9,8,1,6
1,8,9,64383,8
8,9,8,44267,6
3,1,8,33180,6
1,1,8,9658,6
1,8,9,17640,8
8,9,8,17638,6
1,8,9,284,8
8,9,8,285,6
1,8,9,7213,8
8,9,8,7185,6
3,1,1,20086,8
1,1,8,10253,9
1,8,9,4379,8
8,9,8,4379,6
1,1,8,15445,6
1,8,6,8542,6
1,1,8,17231,9
1,8,9,51668,6
1,8,9,21356,6
1,8,9,23048,6
1,1,8,1827,6
1,8,6,148,6
8,6,6,24,6
6,6,6,46,8
6,6,8,8407,6
1,8,8,21911,9
8,8,9,39846,6
1,8,9,52865,6
1,8,6,39223,6
1,1,8,8464,9
1,8,9,12989,8
8,9,8,12990,6
3,1,8,81,6
1,8,9,426,9
8,9,9,11549,6
1,8,9,31628,6
1,8,9,4318,8
8,9,8,11365,9
9,8,9,24823,8
8,9,8,20511,6
1,8,6,17600,6
1,8,9,21297,8
8,9,8,21296,6
1,8,9,10294,6
1,8,9,30277,6
1,8,9,8316,8
8,9,8,213,6
3,1,8,7261,6
1,8,6,4309,6
1,8,9,6076,6
1,1,8,21490,9
1,8,9,41918,8
8,9,8,41918,6
1,8,9,25870,8
8,9,8,25679,6
1,8,6,5306,6
1,1,8,3873,6
1,8,9,5885,8
8,9,8,5884,9
9,8,9,9987,8
8,9,8,4314,9
9,8,9,8579,8
8,9,8,4422,6
1,1,8,20221,6
1,8,6,148,8
8,6,8,148,6
3,1,8,18576,9
1,8,9,21623,8
8,9,8,3050,6
1,1,8,38764,6
1,8,6,8638,6
1,1,8,1571,6
1,8,6,1365,6
1,8,6,2759,8
8,6,8,30432,6
1,8,8,15625,6
1,8,9,6845,6
1,8,9,21594,6
1,8,9,11444,6
1,1,8,117,6
1,8,9,21311,6
1,8,9,55764,6
1,8,9,9755,8
8,9,8,8740,9
9,8,9,26079,8
8,9,8,18704,6
1,1,8,46176,6
1,8,6,46171,6
8,6,6,24,6
1,8,9,50251,6
1,8,9,58607,8
8,9,8,50192,6
1,1,8,8362,6
1,1,8,27279,6
1,8,9,18501,8
8,9,8,9760,6
1,8,9,50524,6
1,1,1,5939,8
1,1,8,5892,6
1,8,9,55742,6
3,1,8,5782,6
1,8,6,1319,8
8,6,8,2503,9
6,8,9,52834,8
8,9,8,51623,6
1,1,8,17400,9
1,8,9,18744,8
8,9,8,1514,6
1,8,9,27,8
8,9,8,27,9
9,8,9,1239,8
8,9,8,1235,6
9,8,6,22762,8
8,6,8,21604,9
6,8,9,47898,8
8,9,8,26370,6
1,8,6,125,8
8,6,8,1,9
6,8,9,5699,8
8,9,8,5700,6
1,8,6,26,6
1,1,1,18711,8
1,1,8,18718,9
1,8,9,7172,8
8,9,8,7180,6
1,1,8,3879,6
1,8,9,110,8
8,9,8,5707,9
9,8,9,11723,6
1,8,8,3269,6
1,8,9,164,9
8,9,9,6831,8
9,9,8,6832,6
1,8,9,1288,9
8,9,9,4339,8
9,9,8,4339,6
1,8,9,11678,9
8,9,9,34829,6
1,8,8,18857,6
1,8,9,21443,6
1,8,9,8332,8
8,9,8,8183,9
9,8,9,28816,6
3,1,8,2876,6
1,8,8,10120,8
8,8,8,17181,6
1,8,8,1670,6
1,8,9,15697,6
1,8,9,17142,8
8,9,8,17140,6
9,8,6,15566,8
8,6,8,12714,6
1,8,6,8777,8
8,6,8,5782,6
1,8,6,203,8
8,6,8,1332,6
1,1,1,2380,8
1,1,8,164,9
1,8,9,5900,8
8,9,8,5900,9
9,8,9,7479,8
8,9,8,1743,6
1,1,8,3228,6
1,8,9,271,8
8,9,8,367,6
1,8,9,20298,9
8,9,9,43432,6
1,8,8,8750,6
1,8,9,7602,6
1,1,8,1333,6
1,1,1,22699,8
1,1,8,22691,9
1,8,9,20676,8
8,9,8,9030,6
1,8,6,14029,8
8,6,8,11400,6
1,8,9,19986,9
8,9,9,19742,6
1,8,9,24,8
8,9,8,24,6
1,8,9,15945,8
8,9,8,15690,6
1,8,9,18665,6
3,1,8,194,6
1,1,8,20017,6
1,8,9,26175,6
1,1,8,42920,6
1,8,9,14671,8
8,9,8,14667,6
3,1,8,219,6
1,8,9,1445,8
8,9,8,395,6
1,8,9,21579,6
1,8,9,22927,9
8,9,9,22928,8
9,9,8,98,9
9,8,9,5673,8
8,9,8,5672,2
9,8,2,5726,6
1,8,9,10226,6
1,8,6,11577,6
1,6,9,4149,9
6,9,9,14095,6
1,8,8,9686,8
8,8,8,21852,6
1,1,8,8656,6
1,8,8,9932,8
8,8,8,14647,6
1,8,9,31648,6
1,8,9,7689,6
1,8,9,7660,8
8,9,8,7225,9
9,8,9,1476,6
1,8,9,14109,8
8,9,8,14109,9
9,8,9,25442,8
8,9,8,11334,6
1,8,8,34729,6
1,1,8,47415,9
1,8,9,54715,8
8,9,8,7303,6
3,1,1,4,8
1,1,8,66,6
1,8,9,16000,8
8,9,8,7400,9
9,8,9,20138,6
1,8,6,10090,6
1,8,9,34751,8
8,9,8,34751,6
1,8,6,1245,6
1,8,9,14568,8
8,9,8,14567,6
