CaseID,ActivityID,CompleteTimestamp
1114,8,6/7/2011 15:44
1114,9,6/7/2011 18:32
1114,8,6/7/2011 22:24
1114,9,6/7/2011 22:28
1114,8,6/22/2011 21:01
1114,6,6/22/2011 21:02
1115,1,2/28/2012 19:47
1115,8,2/28/2012 19:47
1115,6,2/29/2012 1:40
1116,1,7/30/2012 23:42
1116,8,7/31/2012 23:23
1116,6,8/28/2012 23:03
1117,1,10/26/2011 23:30
1117,8,11/2/2011 17:13
1117,6,11/2/2011 17:13
1118,1,9/5/2011 22:28
1118,1,9/9/2011 18:03
1118,8,9/15/2011 18:57
1118,6,9/15/2011 23:06
1119,1,5/26/2011 16:26
1119,8,5/26/2011 16:26
1119,6,5/31/2011 23:00
1120,1,1/5/2012 17:26
1120,8,1/5/2012 17:26
1120,6,1/5/2012 19:20
1121,1,4/28/2010 21:40
1121,8,5/12/2010 17:51
1121,6,5/12/2010 17:52
1122,1,7/31/2012 15:20
1122,8,7/31/2012 15:20
1122,6,7/31/2012 18:24
1123,1,11/16/2010 19:40
1123,8,11/16/2010 19:40
1123,6,11/16/2010 20:32
1125,1,5/17/2012 22:34
1125,8,5/17/2012 23:07
1125,6,5/18/2012 22:22
1126,1,1/10/2012 22:31
1126,6,1/13/2012 17:28
1126,6,1/13/2012 17:28
1127,1,1/18/2012 18:39
1127,8,1/18/2012 20:23
1127,6,1/18/2012 23:14
1128,1,4/11/2012 20:51
1128,8,4/11/2012 20:52
1128,6,4/16/2012 17:54
1130,1,2/10/2010 1:07
1130,8,2/10/2010 1:07
1130,6,2/10/2010 1:07
1131,1,3/28/2012 17:03
1131,8,3/28/2012 17:04
1131,6,3/28/2012 17:08
1132,1,1/11/2012 19:52
1132,8,1/11/2012 22:40
1132,6,1/19/2012 0:15
1133,1,1/18/2012 19:23
1133,8,1/18/2012 19:24
1133,6,1/18/2012 22:50
1134,1,7/17/2012 15:22
1134,8,7/17/2012 15:22
1134,6,7/17/2012 20:52
1135,1,6/8/2012 16:03
1135,8,6/8/2012 16:03
1135,4,6/14/2012 15:56
1135,6,7/13/2012 21:19
1136,1,6/12/2012 16:23
1136,6,6/15/2012 14:56
1137,1,6/18/2012 18:44
1137,8,6/18/2012 22:46
1137,6,6/18/2012 22:46
1138,1,1/10/2012 1:23
1138,8,1/10/2012 1:23
1138,6,1/17/2012 20:49
1139,1,12/14/2011 0:51
1139,8,12/14/2011 0:52
1139,6,12/14/2011 1:57
1140,1,1/19/2011 18:17
1140,8,1/25/2011 19:28
1140,9,1/26/2011 1:33
1140,8,2/9/2011 20:37
1140,6,2/9/2011 20:37
1141,1,8/11/2010 20:41
1141,8,8/30/2010 23:03
1141,9,8/30/2010 23:04
1141,8,9/13/2010 16:50
1141,9,9/13/2010 16:51
1141,8,9/13/2010 18:33
1141,9,9/13/2010 18:33
1141,8,9/13/2010 18:33
1141,9,9/13/2010 18:33
1141,8,9/20/2010 17:04
1141,6,9/20/2010 17:04
1143,1,7/23/2012 19:01
1143,8,7/23/2012 23:01
1143,6,7/25/2012 16:28
1146,1,4/4/2011 18:13
1146,8,4/4/2011 18:14
1146,6,4/4/2011 18:16
1147,1,1/11/2011 20:54
1147,8,1/14/2011 17:33
1147,6,1/14/2011 17:52
1148,1,12/14/2010 20:04
1148,8,12/14/2010 20:05
1148,6,12/14/2010 20:05
1149,1,10/25/2011 15:25
1149,8,10/25/2011 15:26
1149,6,10/25/2011 17:50
1150,1,10/11/2010 16:44
1150,8,10/11/2010 23:25
1150,6,10/11/2010 23:25
1151,1,5/25/2010 0:34
1151,8,6/30/2010 0:11
1151,6,6/30/2010 0:18
1152,1,10/5/2010 16:03
1152,8,10/6/2010 16:51
1152,6,10/6/2010 16:59
1153,1,1/11/2012 0:57
1153,8,1/16/2012 17:53
1153,9,1/28/2012 0:32
1153,6,2/1/2012 2:04
1154,1,5/21/2012 15:18
1154,9,5/21/2012 15:19
1154,8,5/21/2012 15:26
1154,6,5/21/2012 16:22
1154,6,5/21/2012 16:22
1155,1,9/16/2010 20:40
1155,8,9/22/2010 21:06
1155,9,9/23/2010 16:55
1155,8,9/30/2010 21:01
1155,6,9/30/2010 21:01
1157,1,9/14/2011 23:45
1157,8,9/26/2011 23:57
1157,6,9/28/2011 15:56
1158,1,6/23/2011 15:35
1158,1,6/23/2011 15:36
1158,8,6/23/2011 17:52
1158,9,6/23/2011 18:00
1158,8,7/21/2011 21:33
1158,6,7/21/2011 21:33
1160,1,4/14/2011 15:32
1160,8,4/14/2011 15:58
1160,6,4/14/2011 23:03
1161,1,7/18/2012 17:00
1161,8,7/20/2012 15:52
1161,6,7/20/2012 18:07
1162,1,1/26/2011 23:45
1162,8,1/27/2011 17:40
1162,6,1/31/2011 22:34
1163,1,7/24/2012 15:38
1163,6,7/24/2012 15:39
1165,1,9/15/2010 15:50
1165,8,9/15/2010 15:51
1165,6,9/15/2010 15:52
1166,1,10/25/2010 21:16
1166,8,10/26/2010 15:49
1166,6,10/26/2010 15:50
1167,1,2/14/2011 18:03
1167,8,2/14/2011 18:04
1167,9,2/16/2011 1:14
1167,8,3/14/2011 18:31
1167,6,3/14/2011 18:31
1168,1,6/17/2011 23:59
1168,9,6/18/2011 0:00
1168,8,7/7/2011 0:08
1168,6,7/19/2011 15:57
1168,6,7/19/2011 15:57
1169,1,7/30/2012 23:03
1169,6,7/31/2012 21:37
1170,1,1/31/2011 18:12
1170,8,1/31/2011 19:43
1170,6,2/2/2011 1:37
1171,1,12/13/2011 17:19
1171,8,12/13/2011 20:13
1171,6,12/13/2011 20:22
1172,1,3/19/2012 19:50
1172,8,3/29/2012 22:18
1172,9,4/2/2012 15:52
1172,6,4/2/2012 17:05
1173,1,6/22/2010 22:33
1173,8,6/30/2010 23:24
1173,9,7/1/2010 17:02
1173,8,7/6/2010 17:36
1173,2,7/6/2010 18:36
1173,6,7/12/2010 16:37
1173,8,7/14/2010 22:02
1173,6,7/15/2010 18:19
1174,1,5/18/2011 16:34
1174,8,5/18/2011 16:35
1174,6,5/18/2011 23:55
1175,1,1/12/2012 0:59
1175,8,1/16/2012 18:46
1175,6,1/16/2012 20:20
1175,8,1/16/2012 20:21
1175,6,1/16/2012 20:45
1177,1,12/12/2011 19:23
1177,8,12/12/2011 20:37
1177,6,12/13/2011 23:00
1178,1,4/5/2011 16:07
1178,8,4/5/2011 16:07
1178,6,4/5/2011 16:09
1180,1,7/1/2010 22:30
1180,8,8/9/2010 17:34
1180,9,8/9/2010 17:34
1180,8,8/11/2010 0:06
1180,6,8/11/2010 0:07
1181,1,2/13/2012 18:15
1181,8,2/13/2012 18:19
1181,6,2/13/2012 20:42
1182,1,3/4/2011 18:29
1182,8,3/4/2011 18:30
1182,6,3/18/2011 17:21
1183,1,7/8/2010 23:35
1183,8,7/8/2010 23:41
1183,9,7/8/2010 23:41
1183,8,7/9/2010 16:38
1183,6,7/9/2010 16:38
1184,1,5/20/2010 21:58
1184,8,5/27/2010 0:12
1184,6,5/27/2010 0:14
1185,1,8/10/2012 14:49
1185,8,8/10/2012 15:33
1185,6,8/10/2012 15:42
1186,1,10/5/2011 16:59
1186,8,10/21/2011 16:18
1186,6,10/21/2011 16:27
1187,1,7/24/2012 15:22
1187,8,7/24/2012 16:11
1187,6,7/24/2012 22:39
1188,1,5/3/2012 23:51
1188,8,5/10/2012 0:06
1188,6,5/10/2012 17:19
1189,1,3/4/2011 18:10
1189,8,3/4/2011 18:10
1189,9,3/4/2011 18:25
1189,8,4/14/2011 16:43
1189,6,4/14/2011 16:43
1190,1,1/2/2012 19:49
1190,8,1/2/2012 19:49
1190,6,1/2/2012 21:00
1190,6,1/2/2012 21:00
1191,1,2/9/2010 0:06
1191,8,2/9/2010 0:12
1191,9,2/9/2010 0:12
1191,8,2/26/2010 1:56
1191,6,2/26/2010 18:09
1192,8,3/27/2012 17:53
1192,6,3/29/2012 15:37
1194,1,1/10/2011 19:50
1194,1,1/12/2011 17:54
1194,8,1/12/2011 18:32
1194,6,1/12/2011 23:40
1195,1,1/24/2012 22:27
1195,8,1/31/2012 20:29
1195,6,2/7/2012 19:01
1196,1,2/2/2010 19:17
1196,8,2/16/2010 1:21
1196,6,2/16/2010 1:22
1197,1,12/20/2011 18:21
1197,1,12/20/2011 18:44
1197,8,12/21/2011 19:09
1197,9,12/21/2011 20:24
1197,6,12/23/2011 0:48
1198,1,3/8/2012 0:57
1198,6,3/8/2012 0:59
1198,6,3/8/2012 0:59
1199,1,2/22/2012 0:27
1199,8,2/22/2012 17:57
1199,6,2/22/2012 19:17
1200,1,6/8/2011 21:51
1200,8,6/9/2011 15:07
1200,6,6/14/2011 0:17
1201,1,5/15/2012 15:07
1201,8,5/15/2012 15:16
1201,6,5/15/2012 21:59
1202,1,9/6/2010 18:26
1202,1,9/8/2010 22:56
1202,8,9/9/2010 15:37
1202,6,9/9/2010 15:56
1203,1,9/8/2011 21:30
1203,8,10/3/2011 18:32
1203,6,10/3/2011 18:39
1204,1,6/30/2010 17:08
1204,8,7/29/2010 21:25
1204,9,7/29/2010 21:38
1204,8,7/30/2010 16:08
1204,6,7/30/2010 16:08
1204,8,8/4/2010 18:52
1204,6,8/5/2010 18:53
1205,1,6/13/2011 17:22
1205,8,6/13/2011 17:22
1205,6,6/13/2011 17:23
1206,1,3/3/2011 23:28
1206,8,3/3/2011 23:29
1206,6,3/5/2011 2:00
1207,1,5/4/2011 21:49
1207,8,5/18/2011 18:28
1207,9,5/18/2011 18:43
1207,6,5/24/2011 17:31
1208,1,2/10/2012 17:59
1208,8,2/10/2012 17:59
1208,6,2/11/2012 2:05
1209,1,4/18/2011 18:48
1209,8,4/19/2011 16:39
1209,6,4/19/2011 18:48
1211,1,5/24/2010 20:25
1211,1,6/4/2010 21:04
1211,8,6/4/2010 21:04
1211,6,6/4/2010 21:05
1212,1,5/19/2011 23:29
1212,8,5/19/2011 23:29
1212,6,5/20/2011 15:56
1213,1,1/4/2011 23:22
1213,8,1/20/2011 17:29
1213,6,1/21/2011 18:45
1214,1,3/15/2011 18:06
1214,8,3/15/2011 18:11
1214,8,3/15/2011 18:16
1214,6,3/15/2011 18:29
1215,1,2/7/2012 19:27
1215,8,2/7/2012 20:04
1215,6,2/8/2012 22:35
1216,1,6/1/2012 16:26
1216,8,6/4/2012 15:55
1216,6,6/7/2012 23:07
1217,1,1/11/2012 20:00
1217,8,1/11/2012 20:00
1217,6,1/30/2012 17:29
1218,1,7/29/2010 0:07
1218,8,8/25/2010 18:15
1218,9,8/25/2010 18:19
1218,8,8/27/2010 20:53
1218,6,8/27/2010 20:56
1219,1,1/26/2012 1:22
1219,8,1/26/2012 1:43
1219,6,2/2/2012 20:01
1220,1,10/21/2010 20:42
1220,8,10/21/2010 21:57
1220,6,10/21/2010 21:59
1222,1,9/27/2011 20:49
1222,8,9/30/2011 21:46
1222,6,10/6/2011 15:34
1223,1,1/26/2010 20:36
1223,8,1/26/2010 20:36
1223,6,1/27/2010 1:06
1223,8,1/27/2010 23:28
1223,6,2/8/2010 20:54
1224,1,11/4/2010 17:56
1224,8,11/4/2010 22:53
1224,6,11/5/2010 20:34
1225,1,8/3/2011 20:14
1225,6,8/11/2011 15:32
1226,1,10/28/2011 16:12
1226,6,10/28/2011 21:47
1226,6,10/28/2011 21:47
1227,1,2/17/2011 17:20
1227,8,2/18/2011 19:44
1227,9,3/3/2011 0:25
1227,8,3/3/2011 0:28
1227,9,3/3/2011 0:38
1227,8,3/30/2011 18:25
1227,6,3/30/2011 18:25
1228,1,3/8/2011 22:29
1228,8,3/8/2011 23:36
1228,6,3/8/2011 23:37
1229,1,1/18/2012 22:49
1229,8,1/18/2012 22:49
1229,6,1/25/2012 17:31
1230,1,7/23/2012 23:34
1230,8,7/23/2012 23:34
1230,6,9/5/2012 22:49
1231,1,10/26/2010 16:10
1231,8,10/26/2010 22:31
1231,6,10/26/2010 22:32
1232,1,10/19/2010 21:44
1232,8,10/20/2010 22:16
1232,6,10/20/2010 22:16
1233,1,6/26/2012 15:05
1233,8,6/26/2012 16:04
1233,6,6/26/2012 23:10
1234,1,7/21/2011 21:31
1234,8,7/25/2011 18:42
1234,9,7/29/2011 16:11
1234,6,7/29/2011 17:35
1236,1,1/20/2012 20:58
1236,8,1/27/2012 18:24
1236,9,2/11/2012 1:27
1236,6,2/29/2012 0:51
1237,1,9/29/2010 16:13
1237,8,9/29/2010 16:24
1237,6,9/29/2010 16:33
1240,1,1/12/2011 17:36
1240,8,1/12/2011 17:36
1240,6,1/18/2011 23:10
1241,1,5/12/2011 16:15
1241,8,5/13/2011 21:24
1241,6,5/17/2011 21:58
1242,1,8/3/2010 21:32
1242,8,9/3/2010 21:20
1242,6,9/3/2010 21:20
1243,1,4/28/2011 21:14
1243,8,4/28/2011 21:15
1243,6,5/10/2011 23:22
1244,1,1/3/2012 23:28
1244,8,1/9/2012 20:30
1244,6,1/9/2012 20:34
1245,1,3/11/2010 23:28
1245,8,3/15/2010 19:14
1245,9,3/15/2010 19:15
1245,8,3/23/2010 17:27
1245,6,3/23/2010 17:27
1245,8,3/23/2010 23:37
1245,9,3/23/2010 23:37
1245,8,3/24/2010 20:28
1245,2,3/24/2010 20:28
1245,6,4/7/2010 16:18
1245,8,4/13/2010 16:14
1245,6,4/13/2010 16:16
1247,1,7/28/2010 18:24
1247,8,7/29/2010 17:04
1247,9,7/29/2010 17:04
1247,8,8/2/2010 20:24
1247,6,8/2/2010 20:25
1248,1,12/29/2011 0:03
1248,8,1/2/2012 17:52
1248,9,1/11/2012 22:50
1248,9,1/17/2012 22:37
1248,6,1/19/2012 1:54
1251,1,7/18/2012 18:59
1251,8,7/19/2012 22:24
1251,9,7/19/2012 23:57
1251,6,7/25/2012 23:49
1252,1,4/1/2011 17:04
1252,8,4/1/2011 17:05
1252,6,4/5/2011 21:06
1252,6,4/5/2011 21:06
1253,1,4/28/2010 21:42
1253,8,5/21/2010 15:57
1253,6,5/21/2010 16:04
1255,1,11/16/2011 19:05
1255,8,11/21/2011 18:08
1255,9,11/21/2011 18:29
1255,6,11/25/2011 20:38
1256,1,5/4/2012 17:52
1256,8,5/7/2012 15:26
1256,9,5/7/2012 16:35
1256,6,5/8/2012 23:06
1257,1,2/23/2010 22:17
1257,8,2/23/2010 22:17
1257,6,2/23/2010 22:18
1258,1,9/17/2010 17:28
1258,8,9/17/2010 17:28
1258,6,9/21/2010 15:54
1259,1,12/22/2011 23:22
1259,6,12/22/2011 23:23
1259,6,12/22/2011 23:23
1260,1,10/10/2011 21:42
1260,8,10/10/2011 21:42
1260,6,10/13/2011 20:20
1262,1,7/9/2012 15:08
1262,8,7/9/2012 15:08
1262,6,7/16/2012 15:41
1263,1,3/8/2011 17:11
1263,8,3/8/2011 17:12
1263,6,3/8/2011 20:19
1264,1,5/4/2011 15:39
1264,8,5/4/2011 18:26
1264,9,5/4/2011 23:00
1264,8,5/19/2011 15:32
1264,6,5/19/2011 15:34
1265,1,2/10/2011 23:49
1265,1,2/11/2011 1:44
1265,8,2/11/2011 1:49
1265,6,2/11/2011 23:00
1266,1,7/29/2010 17:57
1266,8,7/29/2010 21:21
1266,6,7/29/2010 21:21
1267,1,5/24/2012 17:35
1267,8,5/28/2012 22:31
1267,6,5/28/2012 22:55
1268,1,11/23/2011 19:44
1268,6,11/23/2011 19:45
1270,1,4/6/2011 16:15
1270,8,4/6/2011 16:17
1270,9,4/6/2011 16:19
1270,8,4/6/2011 18:06
1270,6,4/6/2011 18:06
1271,1,6/19/2012 16:22
1271,6,6/19/2012 17:46
1273,1,11/4/2010 22:48
1273,8,11/11/2010 22:27
1273,6,11/11/2010 23:59
1274,1,6/7/2012 16:21
1274,8,6/7/2012 16:22
1274,6,6/7/2012 17:22
1276,1,1/11/2011 19:24
1276,1,1/11/2011 19:33
1276,8,1/11/2011 19:33
1276,6,1/18/2011 0:40
1277,1,3/29/2010 21:48
1277,8,3/31/2010 19:02
1277,6,4/7/2010 16:13
1278,1,10/12/2010 23:23
1278,8,10/13/2010 16:55
1278,6,10/13/2010 16:55
1279,1,9/17/2010 21:16
1279,1,9/17/2010 23:49
1279,8,9/21/2010 15:12
1279,6,9/21/2010 15:13
1280,1,9/3/2010 15:48
1280,8,9/9/2010 19:59
1280,6,9/9/2010 20:08
1281,1,6/28/2012 15:03
1281,8,6/28/2012 15:03
1281,6,6/28/2012 16:01
1281,6,6/28/2012 16:01
1282,3,7/1/2010 20:14
1282,1,7/1/2010 20:32
1282,1,7/2/2010 16:53
1282,8,7/2/2010 20:24
1282,9,7/2/2010 20:24
1282,8,7/29/2010 16:22
1282,6,7/29/2010 16:22
1283,1,5/17/2010 22:50
1283,8,5/25/2010 17:00
1283,6,5/25/2010 17:00
1284,3,5/27/2010 22:14
1284,1,5/27/2010 23:48
1284,8,5/27/2010 23:48
1284,6,5/28/2010 17:28
1285,1,1/31/2011 19:42
1285,8,1/31/2011 19:54
1285,6,1/31/2011 19:54
1286,1,3/14/2011 19:46
1286,8,3/14/2011 19:47
1286,6,3/15/2011 0:08
1287,1,5/11/2012 23:26
1287,8,5/14/2012 21:04
1287,6,5/14/2012 23:58
1288,8,4/27/2011 18:30
1288,6,4/28/2011 18:35
1288,8,4/28/2011 18:37
1288,9,4/28/2011 18:38
1288,8,5/3/2011 17:17
1288,6,5/3/2011 17:18
1289,1,11/26/2010 23:22
1289,8,11/26/2010 23:22
1289,6,11/26/2010 23:22
1290,1,8/9/2012 21:19
1290,8,8/9/2012 21:19
1290,6,8/9/2012 21:22
1291,1,3/3/2011 1:02
1291,8,3/3/2011 1:03
1291,6,3/3/2011 1:06
1293,1,2/14/2012 0:11
1293,8,2/14/2012 20:51
1293,6,2/14/2012 22:24
1294,1,9/15/2011 20:26
1294,8,9/20/2011 17:37
1294,6,9/20/2011 23:19
1295,1,4/12/2012 22:57
1295,8,4/12/2012 22:57
1295,6,4/13/2012 15:59
1296,1,11/22/2011 17:08
1296,8,11/23/2011 1:05
1296,6,11/25/2011 22:58
1297,1,12/22/2010 17:22
1297,8,12/28/2010 2:01
1297,8,2/3/2011 22:20
1297,6,2/3/2011 22:45
1298,1,12/22/2010 18:22
1298,8,12/24/2010 1:13
1298,6,12/24/2010 1:13
1300,1,1/17/2011 19:36
1300,8,1/27/2011 20:15
1300,6,1/27/2011 20:23
1302,1,3/8/2011 17:55
1302,8,3/8/2011 17:57
1302,9,3/8/2011 19:39
1302,8,3/18/2011 18:53
1302,6,3/18/2011 18:53
1302,8,3/22/2011 17:10
1302,6,3/28/2011 16:06
1306,1,4/21/2011 20:27
1306,8,4/21/2011 20:32
1306,6,4/22/2011 16:21
1307,1,11/5/2010 20:57
1307,8,11/11/2010 22:24
1307,9,11/23/2010 22:30
1307,8,12/20/2010 19:27
1307,6,12/20/2010 19:28
1308,1,12/21/2010 23:23
1308,8,12/21/2010 23:59
1308,6,12/23/2010 0:18
1310,1,12/15/2010 17:56
1310,8,12/15/2010 17:57
1310,9,12/15/2010 17:57
1310,8,1/10/2011 17:28
1310,6,1/10/2011 17:28
1311,1,1/24/2012 17:16
1311,8,1/24/2012 17:17
1311,6,1/24/2012 18:27
1312,1,6/20/2011 15:36
1312,8,6/20/2011 15:46
1312,6,6/20/2011 15:52
1313,1,9/3/2012 18:50
1313,8,9/3/2012 18:52
1313,6,9/19/2012 16:10
1316,1,5/16/2012 15:08
1316,8,5/16/2012 15:35
1316,6,5/16/2012 15:48
1317,1,7/18/2012 15:01
1317,6,7/18/2012 15:24
1320,1,5/2/2012 20:09
1320,8,5/2/2012 21:49
1320,6,5/7/2012 18:20
1321,1,4/18/2012 16:55
1321,8,4/18/2012 20:36
1321,9,4/23/2012 15:20
1321,6,5/11/2012 16:51
1322,1,6/4/2010 17:44
1322,8,6/4/2010 18:42
1322,9,6/4/2010 18:42
1322,8,6/22/2010 0:34
1322,6,6/22/2010 0:34
1324,1,4/20/2011 22:51
1324,8,4/20/2011 22:51
1324,6,4/26/2011 17:22
1324,8,5/3/2011 18:00
1324,6,5/4/2011 16:47
1325,1,1/11/2012 18:44
1325,6,1/12/2012 23:25
1326,1,10/24/2011 18:09
1326,8,10/24/2011 18:09
1326,6,10/28/2011 21:16
1327,1,8/7/2012 20:34
1327,9,9/5/2012 20:43
1327,6,9/13/2012 22:58
1328,1,2/23/2010 0:00
1328,8,2/23/2010 0:01
1328,9,2/24/2010 0:52
1328,8,2/24/2010 18:50
1328,6,2/24/2010 19:29
1329,1,3/1/2012 22:23
1329,8,3/2/2012 16:57
1329,6,3/2/2012 23:50
1330,1,8/10/2012 21:34
1330,6,8/13/2012 17:26
1330,6,8/13/2012 17:26
1331,1,12/9/2011 18:38
1331,8,12/9/2011 18:38
1331,6,12/14/2011 18:09
1332,1,9/4/2012 0:10
1332,8,9/5/2012 15:13
1332,6,9/20/2012 21:22
1333,1,6/1/2010 15:53
1333,8,6/4/2010 17:16
1333,9,6/4/2010 20:12
1333,8,6/9/2010 19:47
1333,6,6/9/2010 19:48
1334,1,2/17/2012 23:33
1334,1,2/17/2012 23:45
1334,8,2/20/2012 17:47
1334,9,2/22/2012 2:00
1334,6,2/22/2012 22:53
1335,1,11/3/2011 19:52
1335,8,11/3/2011 19:52
1335,6,11/4/2011 0:53
1336,1,2/7/2012 20:20
1336,8,2/7/2012 20:20
1336,6,2/9/2012 20:44
1336,6,2/9/2012 20:44
1337,1,9/16/2011 21:19
1337,8,10/11/2011 22:12
1337,6,10/11/2011 22:12
1338,1,9/13/2012 21:52
1338,6,10/1/2012 16:22
1339,1,6/27/2011 22:21
1339,1,6/27/2011 22:29
1339,8,7/1/2011 22:31
1339,9,7/11/2011 20:47
1339,8,7/12/2011 21:39
1339,9,7/12/2011 21:45
1339,6,7/13/2011 15:32
1340,1,7/27/2010 21:32
1340,8,7/27/2010 21:41
1340,6,7/27/2010 21:41
1341,1,7/13/2011 16:16
1341,8,7/13/2011 22:01
1341,6,7/13/2011 22:02
1342,1,7/29/2011 21:03
1342,6,8/3/2011 16:37
1342,6,8/3/2011 16:37
1343,1,5/29/2012 23:40
1343,8,5/30/2012 22:46
1343,9,5/31/2012 18:43
1343,6,5/31/2012 21:18
1344,1,7/17/2012 18:39
1344,8,7/17/2012 18:39
1344,6,7/17/2012 20:46
1345,1,4/13/2011 23:24
1345,8,4/13/2011 23:25
1345,9,4/20/2011 20:56
1345,8,5/3/2011 15:21
1345,2,5/3/2011 15:25
1345,6,5/18/2011 16:37
1346,1,12/13/2011 17:38
1346,8,12/14/2011 1:11
1346,9,12/15/2011 17:54
1346,6,1/3/2012 1:28
1347,1,11/15/2010 17:19
1347,8,11/15/2010 19:14
1347,6,11/17/2010 20:25
1348,1,2/10/2011 17:16
1348,8,2/10/2011 17:16
1348,6,2/11/2011 0:55
1349,1,12/27/2011 23:51
1349,8,1/5/2012 19:04
1349,9,1/10/2012 20:11
1349,6,1/20/2012 18:09
1350,1,5/9/2012 0:05
1350,8,5/16/2012 16:04
1350,9,5/16/2012 23:11
1350,6,5/25/2012 15:42
1351,3,6/10/2010 15:24
1351,1,6/10/2010 19:14
1351,8,6/17/2010 20:41
1351,6,7/1/2010 17:20
1352,1,2/18/2010 0:36
1352,8,2/18/2010 23:17
1352,6,2/18/2010 23:17
1353,1,9/13/2010 17:20
1353,8,9/13/2010 17:21
1353,9,9/30/2010 23:02
1353,9,10/7/2010 17:33
1353,8,10/8/2010 18:13
1353,6,10/8/2010 18:13
1354,1,3/30/2012 23:30
1354,8,4/2/2012 23:20
1354,9,4/6/2012 22:12
1354,6,4/20/2012 18:42
1355,1,1/26/2012 22:16
1355,8,1/26/2012 22:20
1355,6,1/28/2012 0:27
1356,1,8/8/2012 15:29
1356,8,8/8/2012 16:01
1356,6,8/10/2012 22:02
1357,1,9/20/2010 22:52
1357,8,9/20/2010 22:52
1357,6,9/20/2010 22:52
1360,1,12/17/2010 19:33
1360,8,12/17/2010 19:37
1360,6,12/17/2010 22:38
1361,1,5/4/2011 20:44
1361,8,5/4/2011 20:44
1361,6,5/4/2011 21:44
1362,1,11/9/2011 22:27
1362,8,11/9/2011 22:46
1362,6,11/10/2011 17:57
1363,1,7/17/2012 21:13
1363,8,7/19/2012 15:24
1363,6,7/24/2012 21:50
1365,3,2/27/2012 17:10
1365,8,2/27/2012 17:11
1365,6,2/27/2012 18:28
1367,1,4/26/2010 18:34
1367,8,5/4/2010 21:19
1367,6,5/4/2010 21:20
1368,1,2/29/2012 22:57
1368,6,3/2/2012 19:36
1369,3,8/10/2011 17:57
1369,1,8/10/2011 20:49
1369,1,8/10/2011 20:50
1369,8,8/22/2011 22:12
1369,9,8/22/2011 22:18
1369,6,8/26/2011 22:17
1370,1,6/7/2012 23:17
1370,8,6/7/2012 23:17
1370,6,6/18/2012 20:22
1372,1,7/7/2011 20:58
1372,8,7/8/2011 16:58
1372,6,7/12/2011 1:01
1373,1,4/9/2010 15:37
1373,1,4/14/2010 23:09
1373,8,4/14/2010 23:13
1373,6,4/14/2010 23:14
1374,1,12/20/2011 23:07
1374,8,12/21/2011 19:08
1374,9,1/3/2012 19:19
1374,6,1/11/2012 20:46
1376,1,4/27/2010 20:52
1376,8,5/4/2010 21:24
1376,6,5/4/2010 21:59
1376,8,5/25/2010 23:43
1376,6,5/25/2010 23:48
1377,1,11/9/2011 1:31
1377,8,11/10/2011 20:26
1377,9,11/10/2011 20:29
1377,8,11/22/2011 17:13
1377,6,11/28/2011 20:51
1378,1,8/29/2011 22:09
1378,8,8/31/2011 15:53
1378,6,10/7/2011 23:45
1379,1,8/4/2011 23:56
1379,8,8/5/2011 21:37
1379,6,8/5/2011 23:53
1380,1,8/4/2011 20:28
1380,8,8/4/2011 20:41
1380,9,8/4/2011 23:14
1380,6,8/19/2011 17:38
1381,1,1/4/2011 19:21
1381,1,1/12/2011 0:15
1381,8,1/12/2011 0:15
1381,9,1/19/2011 0:56
1381,8,1/31/2011 23:11
1381,6,1/31/2011 23:11
1382,1,10/22/2010 20:44
1382,8,10/25/2010 23:07
1382,6,10/25/2010 23:08
1383,1,10/29/2010 21:06
1383,8,11/2/2010 22:01
1383,6,11/2/2010 22:01
1385,1,4/27/2010 16:15
1385,1,4/29/2010 16:54
1385,8,4/29/2010 16:54
1385,6,4/29/2010 16:54
1389,1,12/28/2011 17:25
1389,8,12/28/2011 17:25
1389,6,12/28/2011 17:47
1390,1,5/16/2011 20:18
1390,8,5/16/2011 20:19
1390,9,5/16/2011 22:59
1390,8,6/3/2011 21:19
1390,6,6/3/2011 21:19
1391,1,1/18/2011 0:07
1391,1,1/18/2011 1:23
1391,8,1/24/2011 19:58
1391,9,2/3/2011 23:27
1391,8,2/11/2011 1:01
1391,6,2/11/2011 1:02
1392,1,10/21/2011 15:01
1392,8,10/26/2011 21:19
1392,6,11/9/2011 17:04
1394,1,4/1/2010 17:16
1394,8,4/2/2010 18:32
1394,6,4/2/2010 18:32
1395,1,2/25/2011 22:40
1395,1,2/25/2011 22:41
1395,8,3/1/2011 16:56
1395,6,3/2/2011 17:52
1399,1,2/19/2010 18:28
1399,8,2/19/2010 18:28
1399,6,2/19/2010 18:28
1400,1,2/2/2010 18:57
1400,8,2/2/2010 18:57
1400,6,2/2/2010 18:57
1401,1,2/22/2012 20:12
1401,8,2/22/2012 20:13
1401,9,2/22/2012 20:30
1401,6,4/6/2012 22:45
1402,3,5/27/2010 20:57
1402,1,5/28/2010 16:02
1402,8,6/14/2010 17:43
1402,6,6/14/2010 22:41
1403,1,1/4/2011 23:39
1403,1,1/12/2011 0:17
1403,8,1/12/2011 0:18
1403,9,1/17/2011 22:15
1403,8,1/29/2011 0:03
1403,6,1/29/2011 0:04
1404,1,2/11/2011 1:25
1404,8,2/11/2011 1:25
1404,6,2/11/2011 1:41
1405,1,3/20/2012 17:53
